Representative,ReportDate,House,Party,TransactionDate,Ticker,Transaction,Range,District
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,BHP,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,TU,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,HOLX,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,MCD,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,MOO,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,ATKR,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,SRVR,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,EQNR,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,AXS,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,CME,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,DLR,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,SAND,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,RMD,Sale,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,AMT,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,BSM,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,URA,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-11,FLNG,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-04,MGM,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2023-02-02,Senate,D,2023-01-04,MAXR,Sale,"$1,001 - $15,000",
Angus King,2023-01-18,Senate,I,2022-12-21,EA,Purchase,"$1,001 - $15,000",
Angus King,2023-01-18,Senate,I,2022-12-19,ADBE,Sale,"$1,001 - $15,000",
Shelley Moore Capito,2023-01-17,Senate,R,2022-12-15,VFC,Sale,"$1,001 - $15,000",
Maria Cantwell,2023-01-13,Senate,D,2022-12-28,RNWK,Sale,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-23,GOLD,Purchase,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-19,NU,Purchase,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-15,DIS,Sale,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$100,001 - $250,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PG,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,CLX,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$50,001 - $100,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PG,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,PYPL,Sale,"$100,001 - $250,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-09,KMB,Sale,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-08,PYPL,Purchase,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-06,GOLD,Purchase,"$50,001 - $100,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-05,PYPL,Purchase,"$250,001 - $500,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-02,QCOM,Sale,"$15,001 - $50,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-02,QCOM,Sale,"$50,001 - $100,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-01,GOLD,Purchase,"$1,001 - $15,000",
Tommy Tuberville,2023-01-13,Senate,R,2022-12-01,QCOM,Purchase,"$100,001 - $250,000",
Jacky Rosen,2023-01-11,Senate,D,2023-01-03,GE,Sale,"$1,001 - $15,000",
Jacky Rosen,2023-01-11,Senate,D,2023-01-03,GE,Sale,"$1,001 - $15,000",
Jacky Rosen,2023-01-11,Senate,D,2023-01-03,GE,Sale,"$1,001 - $15,000",
Jacky Rosen,2023-01-11,Senate,D,2023-01-03,GE,Sale,"$1,001 - $15,000",
Gary Peters,2023-01-10,Senate,D,2022-12-12,WBD,Sale,"$1,001 - $15,000",
Susan M. Collins,2023-01-10,Senate,R,2022-12-20,AKAM,Sale,"$15,001 - $50,000",
Robert J. Wittman,2023-01-05,Representatives,R,2023-12-07,MA,Purchase,"$1,001-$15,000",
Sheldon Whitehouse,2022-12-30,Senate,D,2022-11-29,C,Sale,"$1,001 - $15,000",
Sheldon Whitehouse,2022-12-30,Senate,D,2022-11-29,C,Sale,"$1,001 - $15,000",
A. Mitchell Jr. McConnell,2022-12-29,Senate,R,2022-12-05,WFC,Purchase,"$1,001 - $15,000",
A. Mitchell Jr. McConnell,2022-12-29,Senate,R,2022-11-29,KR,Purchase,"$1,001 - $15,000",
John Hickenlooper,2022-12-22,Senate,D,2022-12-14,FWONK,Purchase,"$50,001 - $100,000",
John Hickenlooper,2022-12-22,Senate,D,2022-12-05,LSXMK,Purchase,"$100,001 - $250,000",
John Hickenlooper,2022-12-22,Senate,D,2022-12-05,LSXMK,Sale,"$250,001 - $500,000",
John Hickenlooper,2022-12-22,Senate,D,2022-11-29,LBRDK,Purchase,"$50,001 - $100,000",
John Hickenlooper,2022-12-22,Senate,D,2022-11-29,LBRDK,Sale,"$50,001 - $100,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,SYK,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,PYPL,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,GOOG,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,META,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,ADBE,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,MDT,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,BAX,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,RPM,Sale,"$15,001 - $50,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,MLM,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,FFIV,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,CMCSA,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,ELAN,Sale,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,MSFT,Purchase,"$15,001 - $50,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,LRCX,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,ZTS,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,TJX,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-30,TMO,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,DIS,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,DIS,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,META,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,META,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,META,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AMZN,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,DIS,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,ADBE,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,NVDA,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,MSFT,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,GOOG,Purchase,"$1,001 - $15,000",
Dan Sullivan,2022-12-21,Senate,R,2022-11-22,AAPL,Purchase,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-23,MSFT,Purchase,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-23,TSM,Sale,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-23,TSM,Sale,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-23,MSFT,Sale,"$15,001 - $50,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-22,INTC,Sale,"$15,001 - $50,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-22,F,Sale,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-22,MSFT,Sale,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-17,F,Purchase,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-09,INTC,Purchase,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,PYPL,Sale,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,PYPL,Sale,"$50,001 - $100,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,PYPL,Sale,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,ATVI,Purchase,"$100,001 - $250,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,PYPL,Sale,"$1,001 - $15,000",
Tommy Tuberville,2022-12-14,Senate,R,2022-11-08,X,Sale,"$1,001 - $15,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,IRBT,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,MMM,Sale,"$1,001 - $15,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,SQ,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,STX,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,BALL,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,WDAY,Sale,"$1,001 - $15,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,FDX,Sale,"$50,001 - $100,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,PYPL,Sale,"$100,001 - $250,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,META,Sale,"$50,001 - $100,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,MTCH,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,COUP,Sale,"$15,001 - $50,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,NFLX,Sale,"$50,001 - $100,000",
Ron Wyden,2022-12-11,Senate,D,2022-11-11,DIS,Sale,"$50,001 - $100,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-29,WIW,Sale,"$1,001 - $15,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-29,GBIL,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-29,WIW,Sale,"$1,001 - $15,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-29,GBIL,Purchase,"$1,001 - $15,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-29,WIW,Sale,"$15,001 - $50,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-15,GBIL,Purchase,"$15,001 - $50,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-08,LUBYX,Sale,"$1,001 - $15,000",
Thomas R. Carper,2022-12-09,Senate,D,2022-11-08,WIW,Sale,"$1,001 - $15,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-23,BATRK,Purchase,"$50,001 - $100,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-23,BATRK,Sale,"$100,001 - $250,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-21,BATRA,Sale,"$15,001 - $50,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-21,BATRA,Purchase,"$1,001 - $15,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-21,BATRK,Sale,"$15,001 - $50,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-21,BATRK,Purchase,"$1,001 - $15,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-14,LBRDA,Sale,"$50,001 - $100,000",
John Hickenlooper,2022-11-29,Senate,D,2022-11-14,LBRDA,Purchase,"$15,001 - $50,000",
